timestamp,event,client_id,algorithm,rtt_ms,offset_ms,server_time,client_time
2026-03-24T15:39:12.435312,TIME_SERVED,client-2,cristian,0,0,1774366752.433752,0
2026-03-24T15:39:12.439008,SYNC_REPORT,client-2,cristian,1.463,0.471,1774366752.433752,1774366751.73511
2026-03-24T15:39:13.499375,TIME_SERVED,client-3,cristian,0,0,1774366753.497149,0
2026-03-24T15:39:13.516037,SYNC_REPORT,client-3,cristian,1.28,0.278,1774366753.497149,1774366751.979557
2026-03-24T15:39:14.507637,TIME_SERVED,client-4,cristian,0,0,1774366754.505834,0
2026-03-24T15:39:14.525796,SYNC_REPORT,client-4,cristian,1.769,0.516,1774366754.505834,1774366756.242276
2026-03-24T15:39:15.526095,TIME_SERVED,client-0,cristian,0,0,1774366755.524079,0
2026-03-24T15:39:15.534911,SYNC_REPORT,client-0,cristian,1.272,0.418,1774366755.524079,1774366754.993595
2026-03-24T15:39:16.520058,TIME_SERVED,client-1,cristian,0,0,1774366756.518823,0
2026-03-24T15:39:16.527596,SYNC_REPORT,client-1,cristian,0.912,0.281,1774366756.518823,1774366756.019752
2026-03-24T15:39:17.458051,TIME_SERVED,client-2,cristian,0,0,1774366757.456419,0
2026-03-24T15:39:17.488764,SYNC_REPORT,client-2,cristian,0.808,0.161,1774366757.456419,1774366756.663465
2026-03-24T15:39:18.533284,TIME_SERVED,client-3,cristian,0,0,1774366758.532209,0
2026-03-24T15:39:18.545287,SYNC_REPORT,client-3,cristian,1.051,0.377,1774366758.532209,1774366756.982332
2026-03-24T15:39:19.533769,TIME_SERVED,client-4,cristian,0,0,1774366759.532103,0
2026-03-24T15:39:19.560840,SYNC_REPORT,client-4,cristian,2.382,0.925,1774366759.532103,1774366761.139966
2026-03-24T15:39:20.549421,TIME_SERVED,client-0,cristian,0,0,1774366760.540087,0
2026-03-24T15:39:20.556155,SYNC_REPORT,client-0,cristian,2.093,0.461,1774366760.540087,1774366760.235623
2026-03-24T15:39:21.535808,TIME_SERVED,client-1,cristian,0,0,1774366761.532902,0
2026-03-24T15:39:21.563767,SYNC_REPORT,client-1,cristian,2.354,0.734,1774366761.532902,1774366761.337387
2026-03-24T15:39:22.513925,TIME_SERVED,client-2,cristian,0,0,1774366762.511342,0
2026-03-24T15:39:22.544233,SYNC_REPORT,client-2,cristian,1.064,0.233,1774366762.511342,1774366761.904494
2026-03-24T15:39:23.567887,TIME_SERVED,client-3,cristian,0,0,1774366763.564874,0
2026-03-24T15:39:23.587603,SYNC_REPORT,client-3,cristian,0.905,0.245,1774366763.564874,1774366761.904971
2026-03-24T15:39:24.567903,TIME_SERVED,client-4,cristian,0,0,1774366764.56578,0
2026-03-24T15:39:24.581297,SYNC_REPORT,client-4,cristian,1.359,0.341,1774366764.56578,1774366766.360321
2026-03-24T15:39:25.564474,TIME_SERVED,client-0,cristian,0,0,1774366765.561609,0
2026-03-24T15:39:25.573983,SYNC_REPORT,client-0,cristian,1.123,0.366,1774366765.561609,1774366765.028304
2026-03-24T15:39:26.591338,TIME_SERVED,client-1,cristian,0,0,1774366766.589472,0
2026-03-24T15:39:26.616714,SYNC_REPORT,client-1,cristian,0.697,0.093,1774366766.589472,1774366766.669409
2026-03-24T15:39:27.571337,TIME_SERVED,client-2,cristian,0,0,1774366767.569537,0
2026-03-24T15:39:27.582520,SYNC_REPORT,client-2,cristian,0.756,0.017,1774366767.569537,1774366766.794157
2026-03-24T15:39:28.613575,TIME_SERVED,client-3,cristian,0,0,1774366768.612019,0
2026-03-24T15:39:28.624538,SYNC_REPORT,client-3,cristian,0.703,0.102,1774366768.612019,1774366766.952916
2026-03-24T15:39:29.587202,TIME_SERVED,client-4,cristian,0,0,1774366769.58516,0
2026-03-24T15:39:29.605895,SYNC_REPORT,client-4,cristian,1.097,0.232,1774366769.58516,1774366771.305042
2026-03-24T15:39:30.588472,TIME_SERVED,client-0,cristian,0,0,1774366770.586418,0
2026-03-24T15:39:30.619509,SYNC_REPORT,client-0,cristian,6.549,2.902,1774366770.586418,1774366770.042619
2026-03-24T15:39:31.623610,TIME_SERVED,client-1,cristian,0,0,1774366771.621689,0
2026-03-24T15:39:31.650403,SYNC_REPORT,client-1,cristian,1.803,0.682,1774366771.621689,1774366771.650129
2026-03-24T15:39:32.588507,TIME_SERVED,client-2,cristian,0,0,1774366772.586466,0
2026-03-24T15:39:32.619184,SYNC_REPORT,client-2,cristian,1.38,0.45,1774366772.586466,1774366771.526708
2026-03-24T15:39:33.636529,TIME_SERVED,client-3,cristian,0,0,1774366773.634198,0
2026-03-24T15:39:33.652742,SYNC_REPORT,client-3,cristian,1.051,0.3,1774366773.634198,1774366772.026649
2026-03-24T15:39:34.615387,TIME_SERVED,client-4,cristian,0,0,1774366774.612653,0
2026-03-24T15:39:34.631184,SYNC_REPORT,client-4,cristian,5.198,1.829,1774366774.612653,1774366776.147274
2026-03-24T15:39:35.648253,TIME_SERVED,client-0,cristian,0,0,1774366775.645968,0
2026-03-24T15:39:35.682643,SYNC_REPORT,client-0,cristian,3.236,0.614,1774366775.645968,1774366775.322497
2026-03-24T15:39:36.656011,TIME_SERVED,client-1,cristian,0,0,1774366776.654427,0
2026-03-24T15:39:36.683728,SYNC_REPORT,client-1,cristian,1.139,0.363,1774366776.654427,1774366776.732387
2026-03-24T15:39:37.627849,TIME_SERVED,client-2,cristian,0,0,1774366777.623455,0
